corruption_levels,geometric_margin
0,-0.237322579
0,0.52588258
0,0.340282303
0,0.186064273
0,0.479954091
0,0.233026123
0,0.375760136
0,-0.001476493
0,0.35970262
0,0.381026457
0,0.45210869
0,0.235519062
0,0.424056397
0,-0.151748998
0,0.470914735
0,0.476207423
0,-0.029992293
0,0.322233981
0,-0.264216977
0,0.242387017
0,0.436081939
0,-0.022473888
0,0.428112307
0,0.316078535
0,0.357480987
0,0.356854812
0,-0.418285113
0,0.442254922
0,0.457007346
0,0.322111083
0,0.471498785
0,0.429590951
0,-0.191704817
0,0.396272721
0,0.370611431
0,0.321975156
0,-0.384215527
0,0.399003262
0,0.221937943
0,-0.025777535
0,0.412018164
0,0.068909
0,-0.400577134
0,0.45422334
0,0.3405737
0,0.356381422
0,-0.050137528
0,-0.001049821
0,0.083499129
0,-0.074310067
0,0.339061748
0,0.336447493
0,0.416750062
0,0.074469824
0,0.109032826
0,0.395385574
0,0.010315661
0,0.387732669
0,0.243260835
0,0.335587379
0,-0.459464117
0,0.309272701
0,0.42404266
0,-0.255807002
0,0.292373849
0,0.441583941
0,0.479322407
0,0.48130652
0,0.45577336
0,0.397651282
0,0.436843618
0,0.43930415
0,0.344269139
0,0.426454821
0,0.414420351
0,0.061405487
0,0.388688948
0,0.296622423
0,0.45174433
0,0.475003495
0,0.476680514
0,0.382332219
0,0.34053759
0,0.435627683
0,0.140818895
0,0.130887532
0,0.345690787
0,0.31999902
0,0.459862783
0,0.450840905
0,0.313069273
0,0.322229321
0,0.451098995
0,0.307737147
0,-0.023538921
0,0.070259818
0,0.322097386
0,-0.314781781
0,0.498917901
0,0.33046796
0,0.388736116
0,0.467624601
0,0.006591882
0,0.11272439
0,0.29924505
0,0.341762861
0,0.475645774
0,0.381876799
0,0.324179108
0,0.322212431
0,0.405525559
0,-0.208520211
0,0.466361218
0,0.401457245
0,-0.235835238
0,-0.450750473
0,0.375957904
0,0.478379303
0,0.448547097
0,0.288688613
0,0.28737104
0,0.468745575
0,0.372700776
0,0.388370805
0,0.099326171
0,-0.063717522
0,0.304129828
0,0.023481099
0,0.439685515
0,0.056755995
0,0.401057684
0,0.133639016
0,0.445026497
0,0.04992398
0,0.475823201
0,0.362463958
0,0.462053315
0,0.399455448
0,-0.328855187
0,-0.055277669
0,0.322029993
0,0.480058263
0,-0.091518401
0,0.346492335
0,0.390739014
0,-0.049085326
0,0.318576831
0,0.457329455
0,-0.467382952
0,0.440571196
0,0.215546385
0,0.477083275
0,-0.350790776
0,0.477418232
0,0.459297646
0,0.310683706
0,0.056254363
0,0.448668494
0,0.255182155
0,0.147418822
0,-0.387796186
0,0.468502877
0,0.300955822
0,0.245404697
0,0.27306059
0,0.458495082
0,0.344649004
0,0.372689673
0,0.480365442
0,0.056490515
0,0.400952919
0,0.033341751
0,0.311529786
0,0.346336685
0,-0.43628615
0,0.120393513
0,0.388023188
0,0.16415321
0,-0.072781158
0,0.474055299
0,0.464628121
0,0.291177861
0,0.151537614
0,0.322247163
0,0.441171747
0,0.384386365
0,0.140776894
0,0.437234825
0,0.205341787
0,0.44673961
0,0.446765566
0,-0.120705633
0,0.471857374
0,0.449389391
0,0.38520851
0,0.450949247
0,0.477575468
0,-0.01234899
0,0.343498848
0,0.33529961
0,0.322118395
0,-0.041965323
0,-0.340182015
0,-0.398453391
0,0.442333678
0,0.294888814
0,0.084579533
0,0.359280688
0,-0.328024516
0,0.427558763
0,-0.304341959
0,0.437632468
0,0.423630054
0,0.392037725
0,0.347205154
0,0.059127944
0,0.308778242
0,0.41569315
0,-0.264232113
0,0.009279466
0,-0.429262276
0,0.087505409
0,0.324725257
0,0.474188562
0,-0.412655838
0,0.385570373
0,0.414531948
0,0.484296509
0,0.147813551
0,0.37648315
0,0.392572884
0,0.195595223
0,0.428035461
0,0.365399813
0,-0.031327285
0,0.234149183
0,0.514820185
0,0.315025068
0,-0.241524062
0,0.458435791
0,-0.41558397
0,0.370341685
0,-0.294060425
0,0.47471441
0,0.336250377
0,-0.044504403
0,0.493225142
0,0.488152176
0,0.361519659
0,0.37214418
0,0.351738361
0,0.366735714
0,0.382816917
0,0.451335109
0,0.158380742
0,0.328607403
0,-0.098478193
0,0.342202963
0,0.274596352
0,0.349395849
0,0.376423495
0,0.431684022
0,-0.06289087
0,0.392325931
0,0.328520376
0,-0.424163124
0,-0.133940476
0,0.414416851
0,0.471068895
0,0.335368448
0,0.418593313
0,-0.239131614
0,0.37982434
0,0.244588507
0,0.328646365
0,0.270184185
0,-0.386382629
0,0.328667184
0,0.328537635
0,0.412732475
0,0.245492358
0,-0.143559494
0,0.426458743
0,-0.068849069
0,-0.387412622
0,0.462187428
0,0.391081796
0,0.356867669
0,-0.231956254
0,-0.059802853
0,0.2871226
0,-0.13448141
0,0.34009935
0,0.417988258
0,0.422977804
0,0.363982157
0,0.393208799
0,0.279535714
0,0.073979983
0,-0.448464547
0,0.373379146
0,0.349063284
0,0.469504378
0,-0.407341853
0,0.293177221
0,0.49321886
0,0.405271298
0,0.493618326
0,0.407239644
0,0.449213861
0,0.452686775
0,0.130629673
0,0.267502172
0,-0.409297393
0,0.419492323
0,0.172923427
0,0.43588068
0,0.483590432
0,0.487517668
0,0.296748389
0,0.393836622
0,0.341701828
0,0.420810752
0,0.415502659
0,0.253995342
0,0.189455744
0,0.28190861
0,0.254891401
0,0.355824326
0,0.447447195
0,0.160711376
0,0.41358516
0,0.472619181
0,0.465364264
0,0.421565073
0,0.332019918
0,0.089849116
0,-0.145084841
0,0.328587608
0,0.48453561
0,0.347788944
0,0.413378304
0,0.475233316
0,-0.075859974
0,-0.080831219
0,0.340951395
0,0.484714801
0,0.389592535
0,0.352174875
0,0.380800194
0,0.429615708
0,0.058997994
0,0.390566298
0,-0.199096794
0,0.488006395
0,-0.461410381
0,0.44186667
0,0.405780854
0,0.454756529
0,0.22780775
0,0.248602176
0,0.327017977
0,0.425054088
0,0.190141744
0,-0.062505125
0,-0.015162024
0,0.387504777
0,0.015157409
0,0.369258645
0,-0.084013858
0,0.485214262
0,0.030169217
0,0.465749435
0,0.356262049
0,-0.373396176
0,-0.084810292
0,0.322571166
0,0.429106809
0,0.355168918
0,0.302220124
0,0.044836479
0,0.285208023
0,0.473124804
0,-0.365961059
0,-0.0093314
0,0.426679893
0,-0.363510569
0,0.433089516
0,0.468823701
0,0.347549968
0,0.379553423
0,0.139078368
0,0.052538065
0,0.408349579
0,0.493118331
0,-0.399584656
0,0.480968197
0,0.323189663
0,0.288888363
0,0.29293783
0,0.421287116
0,0.414260569
0,0.490789828
0,0.040489588
0,0.421352227
0,0.311713021
0,0.212227036
0,0.309343008
0,-0.405722196
0,0.002573696
0,0.399456368
0,0.162551716
0,-0.084221674
0,0.43932025
0,0.4880715
0,0.47359274
0,0.311390152
0,0.348479561
0,0.143480928
0,0.319929481
0,0.401108229
0,0.3847273
0,0.38358628
0,0.291343576
0,0.048226063
0,0.239684072
0,0.45565346
0,0.394607059
0,0.328693502
0,-0.011422659
0,0.48255553
0,0.468687773
0,0.411635432
0,0.455111965
0,0.060289635
0,0.37537211
0,-0.080551941
0,0.378689748
0,0.090655996
0,0.387595056
0,0.40441616
0,-0.400377824
0,0.359698585
0,0.484281842
0,0.29860613
0,0.092402726
0,-0.272025263
0,0.41094113
0,-0.326053095
0,0.441530413
0,0.447634373
0,0.379885475
0,0.416925274
0,0.220828773
0,0.377315539
0,-0.369381692
0,0.438340667
0,0.415959618
0,-0.255383901
0,0.376986504
0,-0.423721244
0,0.071242931
0,0.328562621
0,0.47602363
0,-0.42635285
0,0.194329193
0,0.391012212
0,0.481063229
0,0.270778597
0,-0.030641309
0,0.329231223
0,0.450549413
0,0.361818149
0,0.20943
0,0.284398704
0,0.356851609
0,-0.002606425
0,0.429540977
0,0.328426874
0,-0.0602303
0,0.388388413
0,0.343656656
0,-0.431402201
0,0.4001771
0,-0.059763881
0,0.354279881
0,0.074472972
0,0.338113731
0,0.342293908
0,0.1894481
0,0.232948768
0,0.271802261
0,0.533789799
0,-0.01092915
0,0.259723438
0,0.288994443
0,0.184453138
0,0.280779331
0,-0.041252419
0,0.231528377
0,0.336254946
0,0.343905397
0,0.050426718
0,0.165337807
0,-0.219544694
0,0.124599151
0,0.558622247
0,0.260672727
0,0.008684735
0,0.261554707
0,0.258132492
0,-0.301933984
0,-0.006518816
0,0.220021943
0,0.261397188
0,0.467309183
0,-0.102027699
0,0.29065893
0,0.26180896
0,0.24178875
0,-0.281376528
0,0.135402211
0,0.1445996
0,0.332655947
0,0.236903415
0,0.027308655
0,0.328863121
0,-0.262497637
0,0.33377658
0,0.24181647
0,-0.047055175
0,-0.04965818
0,0.033314406
0,0.111085764
0,0.190291983
0,-0.025440991
0,0.59230217
0,0.261344691
0,0.2287443
0,0.008981987
0,0.108875795
0,0.49523302
0,-0.009926975
0,0.274743778
0,0.150345988
0,0.54046317
0,0.01620908
0,0.262265184
0,0.51830777
0,0.235402744
0,0.335657555
0,0.357541673
0,-0.164916866
0,0.192534347
0,0.335921188
0,0.3369307
0,0.325461027
0,0.28361173
0,0.315252293
0,0.101588432
0,0.436099478
0,-0.310281875
0,0.250557455
0,0.282907716
0,0.345355606
0,0.210300849
0,0.309950308
0,0.319344998
0,0.324551646
0,0.316740813
0,0.275406464
0,0.239220918
0,0.221744158
0,0.286938907
0,0.086346753
0,0.458475965
0,0.116644914
0,0.241863001
0,0.23397049
0,0.353146343
0,0.240212117
0,0.30439715
0,0.344057148
0,0.450620195
0,0.241741653
0,-0.04355379
0,0.436122975
0,-0.249291062
0,0.332863727
0,0.317856975
0,0.320809879
0,0.036199097
0,0.311227183
0,0.314496363
0,0.27937425
0,0.256882738
0,0.243147748
0,0.141098834
0,-0.191064243
0,0.341137989
0,-0.123888636
0,-0.274423897
0,0.266160585
0,0.328388049
0,0.325410128
0,0.242962002
0,0.164968778
0,0.101029404
0,0.401133769
0,0.585596292
0,0.278580216
0,0.05552074
0,0.198391009
0,0.233428903
0,0.075306036
0,0.253497859
0,0.080656298
0,0.322091641
0,0.329868032
0,0.264111703
0,-0.005213238
0,0.281765284
0,-0.226149389
0,0.401076756
0,0.553096264
0,-0.037548893
0,0.463401391
0,0.268188019
0,0.24452633
0,-0.217933357
0,-0.268362178
0,0.29957621
0,0.341234627
0,-0.261266214
0,0.291967597
0,0.298000497
0,0.646070631
0,0.188729539
0,0.154730112
0,0.195231016
0,0.095247701
0,0.340833887
0,-0.280236968
0,0.334195916
0,0.173976734
0,0.179175232
0,0.048808819
0,0.398549651
0,0.598980857
0,0.307601199
0,0.053292399
0,0.188162977
0,-0.233401574
0,0.320770457
0,0.106743167
0,0.310028711
0,0.326346541
0,0.49030213
0,0.109337681
0,0.272430483
0,0.198077033
0,0.068973854
0,0.31605143
0,0.245118712
0,-0.056262912
0,0.121595336
0,0.516001008
0,0.600234373
0,-0.056615731
0,0.334035749
0,0.296471772
0,0.296198597
0,0.340307966
0,-0.071206764
0,0.236651151
0,0.244013008
0,-0.065866819
0,0.20824172
0,0.296393233
0,-0.230808056
0,0.406940205
0,-0.424048403
0,0.317905608
0,0.218343969
0,0.321012991
0,0.195474224
0,0.033637566
0,0.265240652
0,-0.22057368
0,0.278713162
0,-0.254717047
0,0.296362575
0,0.488376433
0,0.249834711
0,0.033027104
0,0.19814596
0,-0.197505186
0,0.241922727
0,0.388279923
0,-0.170184202
0,0.468702688
0,0.000591377
0,0.126512955
0,0.215681663
0,0.313095644
0,-0.300250352
0,0.139984745
0,0.335282262
0,0.389029502
0,0.288181906
0,-0.07108786
0,0.574733787
0,0.29564085
0,0.102855024
0,0.261823113
0,0.095385192
0,0.274668295
0,0.241942103
0,0.563606718
0,-0.013073674
0,0.287575909
0,0.23370567
0,0.475644753
0,0.274411069
0,-0.297850442
0,0.275682773
0,0.388357344
0,0.43473376
0,0.106276045
0,0.343578319
0,0.191899394
0,0.259107907
0,0.447318015
0,0.017010453
0,0.285262218
0,0.283523243
0,0.291695544
0,-0.098474869
0,0.255789388
0,0.423579893
0,0.359470386
0,0.011094948
0,0.310208026
0,-0.202784594
0,0.444069913
0,0.296332163
0,0.466592448
0,0.287211915
0,0.238096937
0,0.276888128
0,0.272667925
0,0.001612045
0,0.259146587
0,0.319281053
0,0.422247368
0,0.393024295
0,0.1995509
0,0.26288067
0,0.259792992
0,0.156383523
0,0.223892597
0,0.250272454
0,-0.00248008
0,0.360065481
0,0.056611316
0,-0.272221069
0,0.366100067
0,0.250219246
0,0.445203661
0,-0.049338703
0,-0.181587837
0,0.004422487
0,0.093906884
0,0.181052876
0,0.431057303
0,0.454810684
0,0.006403961
0,0.112355
0,0.434767651
0,-0.027583802
0,0.184018152
0,0.425125009
0,0.028255635
0,-0.280968694
0,0.250312859
0,0.44942562
0,0.24142304
0,0.344280634
0,0.332859072
0,-0.144377137
0,0.427783358
0,0.323873972
0,0.397395341
0,0.375001648
0,0.357058347
0,0.337017698
0,0.39616848
0,0.402113739
0,0.083153819
0,0.396923012
0,-0.309766432
0,0.311445011
0,0.01772598
0,0.374467576
0,0.226997011
0,0.328114445
0,0.353080155
0,0.305891794
0,0.232377378
0,0.254685206
0,0.050971211
0,0.062815905
0,0.434700686
0,-0.05534428
0,0.250400773
0,0.280667795
0,0.338949422
0,0.221729116
0,0.175137453
0,0.355140832
0,0.355221773
0,0.418948997
0,0.422125772
0,0.211483925
0,0.156988168
0,-0.198434712
0,0.433291779
0,0.33149878
0,0.391140268
0,0.403161979
0,0.016803814
0,0.100384971
0,0.361958883
0,0.2503504
0,0.35114906
0,0.404053944
0,0.287724518
0,0.118122364
0,0.272995426
0,0.372267966
0,0.351103138
0,-0.142319146
0,-0.299727301
0,0.354751435
0,0.332420951
0,0.422272069
0,0.423536249
0,0.20063975
0,0.141956577
0,0.451534583
0,0.335142753
0,-0.046001896
0,0.229433008
0,0.032207737
0,0.238149264
0,0.136117203
0,0.094924693
0,0.339942306
0,0.051399705
0,0.338432188
0,0.269103421
0,-0.06711724
0,0.31264732
0,0.454316391
0,-0.045281414
0,0.17422819
0,0.38512222
0,0.452380193
0,-0.051105131
0,0.43789123
0,0.278959118
0,0.243845246
0,-0.036725919
0,0.280802238
0,0.40845748
0,-0.329839742
0,-0.287794044
0,0.441327435
0,0.10904573
0,0.367681341
0,-0.289677855
0,0.373853866
0,0.310590423
0,0.372333793
0,0.213137458
0,0.143790106
0,0.031140613
0,0.364969574
0,0.112260679
0,0.128699904
0,0.434968193
0,0.183328434
0,0.168977725
0,0.189893496
0,0.187033345
0,0.382731837
0,0.440726971
0,0.365258159
0,0.364925142
0,-0.062463133
0,0.250209264
0,-0.25742675
0,0.095027521
0,0.138090728
0,-0.104029277
0,0.3625439
0,0.372792463
0,0.459471362
0,0.358033396
0,0.422811937
0,0.356125028
0,0.250272426
0,0.342346116
0,0.225303871
0,0.072098278
0,0.380922115
0,0.189015093
0,-0.067463506
0,0.422588672
0,0.447576363
0,0.43580579
0,0.348757784
0,0.478114174
0,0.434234872
0,-0.044903781
0,0.271003945
0,-0.112586012
0,-0.045649542
0,0.329172405
0,-0.239310703
0,0.388993882
0,-0.42028243
0,0.417082335
0,0.238690504
0,0.354493974
0,0.225938925
0,0.036033343
0,0.293112177
0,0.4794296
0,0.438537224
0,0.030577942
0,-0.24096037
0,0.294523727
0,0.366220938
0,0.439639217
0,0.032814394
0,-0.33461476
0,0.192890416
0,0.184405715
0,0.425082085
0,0.344746656
0,0.374103471
0,0.322192045
0,-0.087484909
0,0.445376553
0,0.322252347
0,0.095475085
0,0.250237635
0,0.235363915
0,0.107756938
0,0.435443579
0,0.250345943
0,0.312521671
0,0.424144075
0,0.216530255
0,-0.134404068
0,0.342595583
0,-0.376908022
0,0.322176256
0,-0.079945621
0,0.55379129
0,0.355490743
0,0.347351777
0,0.174220567
0,0.217201564
0,0.259478713
0,0.522414111
0,-0.020202997
0,0.247702272
0,0.258877674
0,0.157928527
0,0.277470424
0,0.023934616
0,0.229934992
0,0.33753432
0,0.35391621
0,-0.17346025
0,0.153199969
0,0.52155996
0,0.257612026
0,0.28146001
0,0.060856104
0,0.258612133
0,0.238196009
0,0.251237916
0,0.29021469
0,-0.286279869
0,-0.0304338
0,0.29686428
0,0.261981167
0,0.398155105
0,0.39763741
0,-0.097183777
0,0.258599329
0,0.070334406
0,0.237587243
0,-0.253251078
0,0.180991701
0,0.146786347
0,0.323317636
0,-0.002324978
0,0.504205652
0,-0.01302936
0,0.002837443
0,0.068157225
0,0.203763596
0,-0.038741657
0,0.544272799
0,0.240332924
0,0.239965456
0,0.49369223
0,0.032001641
0,0.079681924
0,0.480622488
0,0.023094905
0,0.258486257
0,0.529457507
0,0.034892248
0,-0.246295191
0,0.236757754
0,0.494851374
0,0.236590914
0,0.331936718
0,0.320900647
0,0.195988495
0,0.354742
0,0.27911273
0,0.35813201
0,0.354382567
0,0.326956098
0,0.305552163
0,0.093204239
0,-0.307069387
0,0.261728028
0,0.25902436
0,0.069522224
0,0.358080662
0,0.160543724
0,0.303675582
0,0.324883959
0,0.296272482
0,0.243136644
0,0.236663298
0,0.074545934
0,0.460040853
0,0.140296204
0,0.160855898
0,0.226024231
0,0.286218974
0,0.300129417
0,0.17643213
0,0.09322528
0,0.287624015
0,0.319926339
0,0.383554793
0,0.400775964
0,0.217735409
0,-0.061820749
0,0.453513146
0,-0.229590546
0,0.334755529
0,0.225386837
0,0.326038011
0,0.310653568
0,0.335799293
0,-0.095102111
0,0.294993203
0,0.225164585
0,0.259101155
0,0.524512583
0,0.250455924
0,0.246667375
0,0.082064739
0,0.268686227
0,-0.172895795
0,0.359554618
0,0.360015245
0,-0.168063337
0,0.332277614
0,0.281932864
0,0.352479946
0,0.183158872
0,-0.035324087
0,0.348491712
0,0.521446743
0,0.317618621
0,0.090473559
0,-0.04053637
0,0.180200973
0,0.009675828
0,0.24843224
0,0.076841138
0,0.307709756
0,-0.03214393
0,0.24908926
0,0.026613768
0,0.472365443
0,-0.226005531
0,-0.084319955
0,0.203404783
0,0.515952136
0,-0.078991439
0,0.46286637
0,0.244692275
0,0.221032201
0,-0.004872252
0,0.27814233
0,0.334577546
0,-0.238063151
0,-0.246261581
0,0.292353034
0,0.036251403
0,0.228981825
0,0.201034471
0,0.070529023
0,0.323783401
0,0.192988567
0,0.099477972
0,0.354703118
0,-0.265522551
0,0.339374523
0,0.147322932
0,0.18563054
0,-0.002982587
0,0.551892906
0,0.315027322
0,0.350936674
0,0.008011929
0,0.336450343
0,0.135319125
0,0.157909178
0,0.221592268
0,0.059590457
0,0.332789263
0,-0.030020847
0,0.304443754
0,0.331273363
0,0.289488679
0,0.494787494
0,0.104801071
0,0.307590058
0,0.167644345
0,0.215084351
0,0.076800424
0,0.310573595
0,0.236642857
0,-0.046823688
0,0.16269231
0,0.309971512
0,0.536197655
0,-0.028256561
0,0.331965727
0,0.346349341
0,0.277437055
0,0.348129911
0,0.228370807
0,0.239849108
0,-0.03344867
0,0.236698786
0,0.011043571
0,0.272576385
0,-0.243913622
0,0.393053651
0,0.305196962
0,0.199862129
0,0.340100654
0,0.254564963
0,-0.185383939
0,0.283764149
0,-0.234010651
0,0.236628785
0,0.287092145
0,0.27887114
0,0.233470287
0,-0.172511708
0,0.236628782
0,-0.124221153
0,0.460275948
0,0.005991305
0,-0.310903514
0,0.112399474
0,0.333494242
0,-0.294539821
0,0.152866666
0,0.437430324
0,0.341445436
0,0.383388688
0,0.246119325
0,-0.06580794
0,0.531321705
0,0.059897154
0,0.248551628
0,0.237077142
0,0.26407258
0,0.236624124
0,0.516950442
0,-0.021201665
0,0.242441369
0,0.348844639
0,-0.053653013
0,0.430788073
0,0.280316677
0.1,-0.199715455
0.1,0.495359824
0.1,0.328701553
0.1,0.226863162
0.1,0.421287236
0.1,0.230253048
0.1,0.3064712
0.1,0.052028635
0.1,0.336426102
0.1,0.311689803
0.1,0.427118466
0.1,0.251342914
0.1,0.417110278
0.1,-0.189918224
0.1,0.424814607
0.1,0.423469112
0.1,0.023169401
0.1,0.312109322
0.1,-0.263388324
0.1,0.181017412
0.1,0.385323536
0.1,-0.013751199
0.1,0.42069294
0.1,0.330703815
0.1,0.336402297
0.1,0.290906711
0.1,-0.384583125
0.1,0.439058398
0.1,0.41768989
0.1,0.335192297
0.1,0.401466727
0.1,0.363567458
0.1,-0.138721428
0.1,0.381205193
0.1,0.392644413
0.1,0.31491504
0.1,-0.359509103
0.1,0.330754429
0.1,0.283312593
0.1,0.018217436
0.1,0.336501744
0.1,0.117480248
0.1,-0.38870864
0.1,0.386440755
0.1,0.281626701
0.1,0.34412349
0.1,-0.100643899
0.1,0.029499545
0.1,0.125286597
0.1,-0.019943779
0.1,0.331003571
0.1,0.308432015
0.1,0.366519492
0.1,0.023976599
0.1,0.14079731
0.1,0.35054403
0.1,-0.044057356
0.1,0.36001663
0.1,0.192525059
0.1,0.338266163
0.1,-0.440728318
0.1,0.329696121
0.1,0.351416288
0.1,-0.22613701
0.1,0.277263481
0.1,0.410784156
0.1,0.419686568
0.1,0.432134391
0.1,0.423060321
0.1,0.370996315
0.1,0.398554708
0.1,0.400096816
0.1,0.311019014
0.1,0.390060692
0.1,0.3776447
0.1,0.007074694
0.1,0.348790344
0.1,0.280079436
0.1,0.432220643
0.1,0.43696212
0.1,0.43343453
0.1,0.357016095
0.1,0.330846577
0.1,0.425673205
0.1,0.088227699
0.1,0.073469021
0.1,0.346583476
0.1,0.28504029
0.1,0.440663077
0.1,0.38846836
0.1,0.261005795
0.1,0.350967253
0.1,0.401711042
0.1,0.239865723
0.1,-0.025138576
0.1,0.107330729
0.1,0.330611203
0.1,-0.297304734
0.1,0.49791925
0.1,0.341154374
0.1,0.325406972
0.1,0.42613991
0.1,0.057007872
0.1,0.144954841
0.1,0.21599245
0.1,0.342683326
0.1,0.434438899
0.1,0.353958497
0.1,0.345786364
0.1,0.338732566
0.1,0.401647855
0.1,-0.198510828
0.1,0.402346314
0.1,0.33938337
0.1,-0.18079446
0.1,-0.416469843
0.1,0.314797878
0.1,0.421789497
0.1,0.404106051
0.1,0.283568401
0.1,0.295678695
0.1,0.396469664
0.1,0.341822946
0.1,0.380252071
0.1,0.040512814
0.1,-0.079620499
0.1,0.260307239
0.1,0.0625216
0.1,0.435301237
0.1,0.06073763
0.1,0.394408113
0.1,0.147723573
0.1,0.413988639
0.1,0.095485566
0.1,0.435435733
0.1,0.340772714
0.1,0.429772894
0.1,0.354804847
0.1,-0.265911584
0.1,-0.061491785
0.1,0.325584495
0.1,0.409247119
0.1,-0.034042774
0.1,0.345703702
0.1,0.382258663
0.1,-0.097879708
0.1,0.314305754
0.1,0.416233899
0.1,-0.410739069
0.1,0.397528819
0.1,0.254496564
0.1,0.411178969
0.1,-0.327273559
0.1,0.42998646
0.1,0.424283635
0.1,0.330636267
0.1,0.061614225
0.1,0.379641796
0.1,0.243849389
0.1,0.168848247
0.1,-0.35893269
0.1,0.423856981
0.1,0.287204285
0.1,0.273814929
0.1,0.257036408
0.1,0.385743158
0.1,0.330891731
0.1,0.34134704
0.1,0.434752682
0.1,0.026817739
0.1,0.324283314
0.1,0.016251685
0.1,0.334099936
0.1,0.330749218
0.1,-0.429511268
0.1,0.16511173
0.1,0.304844092
0.1,0.180405254
